Precinct,Race,LEG,CC,CG,CounterGroup,Party,CounterType,SumOfCount
FED 30-3029,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,44
FED 30-3029,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3029,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,133
FED 30-3029,State of Washington US President & Vice President,30,0,9,Total,,Write-in,1
FED 30-3029,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",0
FED 30-3029,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
FED 30-3030,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3030,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,117
FED 30-3030,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3030,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,189
FED 30-3030,State of Washington US President & Vice President,30,0,9,Total,,Write-in,0
FED 30-3030,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",3
FED 30-3030,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
FED 30-3031,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3031,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,163
FED 30-3031,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,1
FED 30-3031,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,304
FED 30-3031,State of Washington US President & Vice President,30,0,9,Total,,Write-in,5
FED 30-3031,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
FED 30-3031,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
FED 30-3032,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3032,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,58
FED 30-3032,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3032,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,127
FED 30-3032,State of Washington US President & Vice President,30,0,9,Total,,Write-in,2
FED 30-3032,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",1
FED 30-3032,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
FED 30-3033,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3033,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,118
FED 30-3033,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3033,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,201
FED 30-3033,State of Washington US President & Vice President,30,0,9,Total,,Write-in,3
FED 30-3033,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",3
FED 30-3033,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,3
CHERRY VALLEY,State of Washington US President & Vice President,45,0,1,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
CHERRY VALLEY,State of Washington US President & Vice President,45,0,1,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,215
CHERRY VALLEY,State of Washington US President & Vice President,45,0,1,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
CHERRY VALLEY,State of Washington US President & Vice President,45,0,1,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,292
CHERRY VALLEY,State of Washington US President & Vice President,45,0,1,Total,,Write-in,2
CHERRY VALLEY,State of Washington US President & Vice President,45,0,1,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",8
CHERRY VALLEY,State of Washington US President & Vice President,45,0,1,Total,Green Party Nominees,Howie Hawkins and Angela Walker,3
FED 30-3034,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3034,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,69
FED 30-3034,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3034,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,147
FED 30-3034,State of Washington US President & Vice President,30,0,9,Total,,Write-in,2
FED 30-3034,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",10
FED 30-3034,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
FED 30-3035,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3035,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,50
FED 30-3035,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,2
FED 30-3035,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,129
FED 30-3035,State of Washington US President & Vice President,30,0,9,Total,,Write-in,1
FED 30-3035,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",5
FED 30-3035,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
FED 30-3036,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3036,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,77
FED 30-3036,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3036,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,168
FED 30-3036,State of Washington US President & Vice President,30,0,9,Total,,Write-in,0
FED 30-3036,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",8
FED 30-3036,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
FED 30-3037,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3037,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,67
FED 30-3037,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3037,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,187
FED 30-3037,State of Washington US President & Vice President,30,0,9,Total,,Write-in,0
FED 30-3037,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",5
FED 30-3037,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
FED 30-3038,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3038,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,47
FED 30-3038,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3038,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,104
FED 30-3038,State of Washington US President & Vice President,30,0,9,Total,,Write-in,2
FED 30-3038,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
FED 30-3038,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
FED 30-3039,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3039,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,68
FED 30-3039,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3039,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,185
FED 30-3039,State of Washington US President & Vice President,30,0,9,Total,,Write-in,2
FED 30-3039,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
FED 30-3039,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
FED 30-3040,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,1
FED 30-3040,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,100
FED 30-3040,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3040,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,194
FED 30-3040,State of Washington US President & Vice President,30,0,9,Total,,Write-in,0
FED 30-3040,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",7
FED 30-3040,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
FED 30-3041,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3041,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,116
FED 30-3041,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3041,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,236
FED 30-3041,State of Washington US President & Vice President,30,0,9,Total,,Write-in,2
FED 30-3041,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
FED 30-3041,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
FED 30-3042,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3042,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,54
FED 30-3042,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3042,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,141
FED 30-3042,State of Washington US President & Vice President,30,0,9,Total,,Write-in,0
FED 30-3042,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
FED 30-3042,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
FED 30-3043,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3043,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,205
FED 30-3043,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3043,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,273
FED 30-3043,State of Washington US President & Vice President,30,0,9,Total,,Write-in,4
FED 30-3043,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",3
FED 30-3043,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
CHINOOK,State of Washington US President & Vice President,31,0,8,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
CHINOOK,State of Washington US President & Vice President,31,0,8,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,294
CHINOOK,State of Washington US President & Vice President,31,0,8,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
CHINOOK,State of Washington US President & Vice President,31,0,8,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,190
CHINOOK,State of Washington US President & Vice President,31,0,8,Total,,Write-in,1
CHINOOK,State of Washington US President & Vice President,31,0,8,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",14
CHINOOK,State of Washington US President & Vice President,31,0,8,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
FED 30-3044,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3044,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,231
FED 30-3044,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,2
FED 30-3044,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,302
FED 30-3044,State of Washington US President & Vice President,30,0,9,Total,,Write-in,3
FED 30-3044,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",3
FED 30-3044,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
FED 30-3045,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,1
FED 30-3045,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,147
FED 30-3045,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3045,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,318
FED 30-3045,State of Washington US President & Vice President,30,0,9,Total,,Write-in,1
FED 30-3045,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",9
FED 30-3045,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
FED 30-3046,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,1
FED 30-3046,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,87
FED 30-3046,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3046,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,238
FED 30-3046,State of Washington US President & Vice President,30,0,9,Total,,Write-in,0
FED 30-3046,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",5
FED 30-3046,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
FED 30-3047,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3047,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,125
FED 30-3047,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3047,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,284
FED 30-3047,State of Washington US President & Vice President,30,0,9,Total,,Write-in,3
FED 30-3047,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",5
FED 30-3047,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
FED 30-3048,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3048,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,129
FED 30-3048,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3048,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,251
FED 30-3048,State of Washington US President & Vice President,30,0,9,Total,,Write-in,4
FED 30-3048,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",6
FED 30-3048,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,6
FED 30-3049,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3049,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,85
FED 30-3049,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3049,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,213
FED 30-3049,State of Washington US President & Vice President,30,0,9,Total,,Write-in,0
FED 30-3049,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",2
FED 30-3049,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
FED 30-3050,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3050,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,111
FED 30-3050,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3050,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,330
FED 30-3050,State of Washington US President & Vice President,30,0,9,Total,,Write-in,2
FED 30-3050,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",5
FED 30-3050,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
FED 30-3051,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3051,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,79
FED 30-3051,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3051,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,201
FED 30-3051,State of Washington US President & Vice President,30,0,9,Total,,Write-in,0
FED 30-3051,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",2
FED 30-3051,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
FED 30-3052,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,1
FED 30-3052,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,143
FED 30-3052,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3052,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,198
FED 30-3052,State of Washington US President & Vice President,30,0,9,Total,,Write-in,3
FED 30-3052,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
FED 30-3052,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
FED 30-3053,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3053,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,132
FED 30-3053,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3053,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,225
FED 30-3053,State of Washington US President & Vice President,30,0,9,Total,,Write-in,4
FED 30-3053,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",8
FED 30-3053,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
CLEVELAND,State of Washington US President & Vice President,45,0,1,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
CLEVELAND,State of Washington US President & Vice President,45,0,1,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,77
CLEVELAND,State of Washington US President & Vice President,45,0,1,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,1
CLEVELAND,State of Washington US President & Vice President,45,0,1,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,204
CLEVELAND,State of Washington US President & Vice President,45,0,1,Total,,Write-in,1
CLEVELAND,State of Washington US President & Vice President,45,0,1,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",5
CLEVELAND,State of Washington US President & Vice President,45,0,1,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
FED 30-3054,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,2
FED 30-3054,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,103
FED 30-3054,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,2
FED 30-3054,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,178
FED 30-3054,State of Washington US President & Vice President,30,0,9,Total,,Write-in,1
FED 30-3054,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",2
FED 30-3054,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
FED 30-3055,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3055,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,141
FED 30-3055,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3055,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,329
FED 30-3055,State of Washington US President & Vice President,30,0,9,Total,,Write-in,0
FED 30-3055,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
FED 30-3055,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,3
FED 30-3056,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3056,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,67
FED 30-3056,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
FED 30-3056,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,136
FED 30-3056,State of Washington US President & Vice President,30,0,9,Total,,Write-in,1
FED 30-3056,State of Washington US President & Vice President,30,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",0
FED 30-3056,State of Washington US President & Vice President,30,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
SET 33-3057,State of Washington US President & Vice President,33,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,2
SET 33-3057,State of Washington US President & Vice President,33,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,152
SET 33-3057,State of Washington US President & Vice President,33,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SET 33-3057,State of Washington US President & Vice President,33,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,381
SET 33-3057,State of Washington US President & Vice President,33,0,9,Total,,Write-in,7
SET 33-3057,State of Washington US President & Vice President,33,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",7
SET 33-3057,State of Washington US President & Vice President,33,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
SET 33-3059,State of Washington US President & Vice President,33,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SET 33-3059,State of Washington US President & Vice President,33,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,80
SET 33-3059,State of Washington US President & Vice President,33,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,1
SET 33-3059,State of Washington US President & Vice President,33,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,337
SET 33-3059,State of Washington US President & Vice President,33,0,9,Total,,Write-in,2
SET 33-3059,State of Washington US President & Vice President,33,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",3
