Precinct,Race,LEG,CC,CG,CounterGroup,Party,CounterType,SumOfCount
SEA 34-1546,State of Washington US President & Vice President,34,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",0
SEA 34-1546,State of Washington US President & Vice President,34,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
SEA 11-1550,State of Washington US President & Vice President,11,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 11-1550,State of Washington US President & Vice President,11,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,56
SEA 11-1550,State of Washington US President & Vice President,11,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,3
SEA 11-1550,State of Washington US President & Vice President,11,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,391
SEA 11-1550,State of Washington US President & Vice President,11,0,9,Total,,Write-in,1
SEA 11-1550,State of Washington US President & Vice President,11,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",5
SEA 11-1550,State of Washington US President & Vice President,11,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,3
SEA 11-1552,State of Washington US President & Vice President,11,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 11-1552,State of Washington US President & Vice President,11,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,32
SEA 11-1552,State of Washington US President & Vice President,11,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,2
SEA 11-1552,State of Washington US President & Vice President,11,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,267
SEA 11-1552,State of Washington US President & Vice President,11,0,9,Total,,Write-in,5
SEA 11-1552,State of Washington US President & Vice President,11,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",2
SEA 11-1552,State of Washington US President & Vice President,11,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
SEA 37-1553,State of Washington US President & Vice President,37,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 37-1553,State of Washington US President & Vice President,37,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,40
SEA 37-1553,State of Washington US President & Vice President,37,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SEA 37-1553,State of Washington US President & Vice President,37,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,342
SEA 37-1553,State of Washington US President & Vice President,37,0,9,Total,,Write-in,0
SEA 37-1553,State of Washington US President & Vice President,37,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",6
SEA 37-1553,State of Washington US President & Vice President,37,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
BEL 48-0159,State of Washington US President & Vice President,48,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
BEL 48-0159,State of Washington US President & Vice President,48,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,74
BEL 48-0159,State of Washington US President & Vice President,48,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
BEL 48-0159,State of Washington US President & Vice President,48,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,295
BEL 48-0159,State of Washington US President & Vice President,48,0,9,Total,,Write-in,4
BEL 48-0159,State of Washington US President & Vice President,48,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",8
BEL 48-0159,State of Washington US President & Vice President,48,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,8
SEA 37-1555,State of Washington US President & Vice President,37,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 37-1555,State of Washington US President & Vice President,37,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,34
SEA 37-1555,State of Washington US President & Vice President,37,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,3
SEA 37-1555,State of Washington US President & Vice President,37,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,311
SEA 37-1555,State of Washington US President & Vice President,37,0,9,Total,,Write-in,0
SEA 37-1555,State of Washington US President & Vice President,37,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",3
SEA 37-1555,State of Washington US President & Vice President,37,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,3
SEA 37-1557,State of Washington US President & Vice President,37,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 37-1557,State of Washington US President & Vice President,37,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,30
SEA 37-1557,State of Washington US President & Vice President,37,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SEA 37-1557,State of Washington US President & Vice President,37,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,273
SEA 37-1557,State of Washington US President & Vice President,37,0,9,Total,,Write-in,1
SEA 37-1557,State of Washington US President & Vice President,37,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",3
SEA 37-1557,State of Washington US President & Vice President,37,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
SEA 37-1558,State of Washington US President & Vice President,37,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 37-1558,State of Washington US President & Vice President,37,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,68
SEA 37-1558,State of Washington US President & Vice President,37,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SEA 37-1558,State of Washington US President & Vice President,37,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,403
SEA 37-1558,State of Washington US President & Vice President,37,0,9,Total,,Write-in,5
SEA 37-1558,State of Washington US President & Vice President,37,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",1
SEA 37-1558,State of Washington US President & Vice President,37,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
SEA 37-1559,State of Washington US President & Vice President,37,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,1
SEA 37-1559,State of Washington US President & Vice President,37,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,33
SEA 37-1559,State of Washington US President & Vice President,37,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SEA 37-1559,State of Washington US President & Vice President,37,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,216
SEA 37-1559,State of Washington US President & Vice President,37,0,9,Total,,Write-in,4
SEA 37-1559,State of Washington US President & Vice President,37,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",0
SEA 37-1559,State of Washington US President & Vice President,37,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,6
SEA 37-1563,State of Washington US President & Vice President,37,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 37-1563,State of Washington US President & Vice President,37,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,40
SEA 37-1563,State of Washington US President & Vice President,37,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SEA 37-1563,State of Washington US President & Vice President,37,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,191
SEA 37-1563,State of Washington US President & Vice President,37,0,9,Total,,Write-in,1
SEA 37-1563,State of Washington US President & Vice President,37,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",0
SEA 37-1563,State of Washington US President & Vice President,37,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
SEA 37-1564,State of Washington US President & Vice President,37,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 37-1564,State of Washington US President & Vice President,37,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,36
SEA 37-1564,State of Washington US President & Vice President,37,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SEA 37-1564,State of Washington US President & Vice President,37,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,294
SEA 37-1564,State of Washington US President & Vice President,37,0,9,Total,,Write-in,3
SEA 37-1564,State of Washington US President & Vice President,37,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",1
SEA 37-1564,State of Washington US President & Vice President,37,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
SEA 37-1565,State of Washington US President & Vice President,37,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 37-1565,State of Washington US President & Vice President,37,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,28
SEA 37-1565,State of Washington US President & Vice President,37,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,1
SEA 37-1565,State of Washington US President & Vice President,37,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,233
SEA 37-1565,State of Washington US President & Vice President,37,0,9,Total,,Write-in,2
SEA 37-1565,State of Washington US President & Vice President,37,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",0
SEA 37-1565,State of Washington US President & Vice President,37,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
SEA 37-1566,State of Washington US President & Vice President,37,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 37-1566,State of Washington US President & Vice President,37,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,71
SEA 37-1566,State of Washington US President & Vice President,37,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,1
SEA 37-1566,State of Washington US President & Vice President,37,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,229
SEA 37-1566,State of Washington US President & Vice President,37,0,9,Total,,Write-in,0
SEA 37-1566,State of Washington US President & Vice President,37,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",3
SEA 37-1566,State of Washington US President & Vice President,37,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
SEA 37-1567,State of Washington US President & Vice President,37,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 37-1567,State of Washington US President & Vice President,37,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,21
SEA 37-1567,State of Washington US President & Vice President,37,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SEA 37-1567,State of Washington US President & Vice President,37,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,265
SEA 37-1567,State of Washington US President & Vice President,37,0,9,Total,,Write-in,3
SEA 37-1567,State of Washington US President & Vice President,37,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",2
SEA 37-1567,State of Washington US President & Vice President,37,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
SEA 37-1568,State of Washington US President & Vice President,37,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 37-1568,State of Washington US President & Vice President,37,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,59
SEA 37-1568,State of Washington US President & Vice President,37,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SEA 37-1568,State of Washington US President & Vice President,37,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,304
SEA 37-1568,State of Washington US President & Vice President,37,0,9,Total,,Write-in,0
SEA 37-1568,State of Washington US President & Vice President,37,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",1
SEA 37-1568,State of Washington US President & Vice President,37,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,3
BEL 48-0160,State of Washington US President & Vice President,48,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
BEL 48-0160,State of Washington US President & Vice President,48,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,54
BEL 48-0160,State of Washington US President & Vice President,48,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
BEL 48-0160,State of Washington US President & Vice President,48,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,151
BEL 48-0160,State of Washington US President & Vice President,48,0,9,Total,,Write-in,0
BEL 48-0160,State of Washington US President & Vice President,48,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",2
BEL 48-0160,State of Washington US President & Vice President,48,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
SEA 37-1570,State of Washington US President & Vice President,37,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,2
SEA 37-1570,State of Washington US President & Vice President,37,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,53
