Contest,Candidate Issue,Party,Precinct Name,Provisional Votes,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
President and Vice President,Howie Hawkins,GRE,PRECINCT 838.0,0,0,0,0,2,0.31
President and Vice President,Howie Hawkins,GRE,PRECINCT 839.0,0,0,0,0,1,0.11
President and Vice President,Howie Hawkins,GRE,PRECINCT 839.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 840.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 841.0,0,0,0,0,5,0.22
President and Vice President,Howie Hawkins,GRE,PRECINCT 842.0,0,0,0,0,1,0.40
President and Vice President,Howie Hawkins,GRE,PRECINCT 843.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 843.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 843.2,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 844.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 845.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 845.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 846.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 847.0,0,0,0,0,5,0.14
President and Vice President,Howie Hawkins,GRE,PRECINCT 848.0,0,0,0,0,2,0.20
President and Vice President,Howie Hawkins,GRE,PRECINCT 849.0,0,0,0,0,1,0.18
President and Vice President,Howie Hawkins,GRE,PRECINCT 849.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 850.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 851.0,0,0,0,0,1,0.06
President and Vice President,Howie Hawkins,GRE,PRECINCT 852.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 853.0,0,0,0,0,3,0.22
President and Vice President,Howie Hawkins,GRE,PRECINCT 854.0,0,0,0,0,2,0.09
President and Vice President,Howie Hawkins,GRE,PRECINCT 856.0,0,0,0,0,2,0.10
President and Vice President,Howie Hawkins,GRE,PRECINCT 857.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 858.0,0,0,0,0,5,0.23
President and Vice President,Howie Hawkins,GRE,PRECINCT 859.0,0,0,0,0,2,0.08
President and Vice President,Howie Hawkins,GRE,PRECINCT 860.0,0,0,0,0,2,0.20
President and Vice President,Howie Hawkins,GRE,PRECINCT 862.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 862.1,0,0,0,0,4,0.14
President and Vice President,Howie Hawkins,GRE,PRECINCT 888.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 888.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 889.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 890.0,0,0,0,0,5,0.23
President and Vice President,Howie Hawkins,GRE,PRECINCT 891.0,0,0,0,0,4,0.15
President and Vice President,Howie Hawkins,GRE,PRECINCT 892.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 893.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 894.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 895.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 896.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 897.0,0,0,0,0,4,0.20
President and Vice President,Howie Hawkins,GRE,PRECINCT 900.0,0,0,0,0,2,0.21
President and Vice President,Howie Hawkins,GRE,PRECINCT 901.0,0,0,0,0,2,0.15
President and Vice President,Howie Hawkins,GRE,PRECINCT 903.0,0,0,0,0,5,0.16
President and Vice President,Howie Hawkins,GRE,PRECINCT 904.0,0,0,0,0,3,0.08
President and Vice President,Howie Hawkins,GRE,PRECINCT 904.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 905.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 906.0,0,0,0,0,1,0.11
President and Vice President,Howie Hawkins,GRE,PRECINCT 907.0,0,0,0,0,1,0.08
President and Vice President,Howie Hawkins,GRE,PRECINCT 909.0,0,0,0,0,6,0.25
President and Vice President,Howie Hawkins,GRE,PRECINCT 910.0,0,0,0,0,2,0.10
President and Vice President,Howie Hawkins,GRE,PRECINCT 911.0,0,0,0,0,3,0.16
President and Vice President,Howie Hawkins,GRE,PRECINCT 913.0,0,0,0,0,6,0.21
President and Vice President,Howie Hawkins,GRE,PRECINCT 914.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 915.0,0,0,0,0,1,0.06
President and Vice President,Howie Hawkins,GRE,PRECINCT 916.0,0,0,0,0,3,0.38
President and Vice President,Howie Hawkins,GRE,PRECINCT 918.0,0,0,0,0,1,0.19
President and Vice President,Howie Hawkins,GRE,PRECINCT 919.0,0,0,0,0,5,0.22
President and Vice President,Howie Hawkins,GRE,PRECINCT 920.0,0,0,0,0,2,0.18
President and Vice President,Howie Hawkins,GRE,PRECINCT 922.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 923.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 924.0,0,0,0,0,1,0.41
President and Vice President,Howie Hawkins,GRE,PRECINCT 926.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 928.0,0,0,0,0,2,0.06
President and Vice President,Howie Hawkins,GRE,PRECINCT 930.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 931.0,0,0,0,0,3,0.36
President and Vice President,Howie Hawkins,GRE,PRECINCT 932.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 933.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 934.0,0,0,0,0,1,0.03
President and Vice President,Howie Hawkins,GRE,PRECINCT 935.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 936.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 937.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 938.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 939.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 940.0,0,0,0,0,3,0.48
President and Vice President,Howie Hawkins,GRE,PRECINCT 941.0,0,0,0,0,2,0.27
President and Vice President,Howie Hawkins,GRE,PRECINCT 942.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 943.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 944.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 945.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 947.0,0,0,0,0,6,0.15
President and Vice President,Howie Hawkins,GRE,PRECINCT 948.0,0,0,0,0,4,0.22
President and Vice President,Howie Hawkins,GRE,PRECINCT 949.0,0,0,0,0,1,0.07
President and Vice President,Howie Hawkins,GRE,PRECINCT 950.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 951.0,0,0,0,0,2,0.12
President and Vice President,Howie Hawkins,GRE,PRECINCT 953.0,0,0,0,0,3,0.21
President and Vice President,Howie Hawkins,GRE,PRECINCT 955.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 957.0,0,0,0,0,1,0.11
President and Vice President,Howie Hawkins,GRE,PRECINCT 959.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 959.1,0,0,0,0,2,0.19
President and Vice President,Howie Hawkins,GRE,PRECINCT 960.0,0,0,0,0,3,0.75
President and Vice President,Howie Hawkins,GRE,PRECINCT 961.0,0,0,0,0,2,0.20
President and Vice President,Howie Hawkins,GRE,PRECINCT 963.0,0,0,0,0,1,0.15
President and Vice President,Howie Hawkins,GRE,PRECINCT 965.0,0,0,0,0,3,0.07
President and Vice President,Howie Hawkins,GRE,PRECINCT 966.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 967.0,0,0,0,0,1,0.12
President and Vice President,Howie Hawkins,GRE,PRECINCT 968.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 969.0,0,0,0,0,1,0.04
President and Vice President,Howie Hawkins,GRE,PRECINCT 969.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 970.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 971.0,0,0,0,0,1,0.14
President and Vice President,Howie Hawkins,GRE,PRECINCT 974.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 975.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 976.0,0,0,0,0,2,0.84
President and Vice President,Howie Hawkins,GRE,PRECINCT 978.0,0,0,0,0,2,0.24
President and Vice President,Howie Hawkins,GRE,PRECINCT 979.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 980.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 981.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 981.1,0,0,0,0,1,0.36
President and Vice President,Howie Hawkins,GRE,PRECINCT 982.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 982.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 983.0,0,0,0,0,1,0.17
President and Vice President,Howie Hawkins,GRE,PRECINCT 984.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 984.1,0,0,0,0,1,0.23
President and Vice President,Howie Hawkins,GRE,PRECINCT 985.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 987.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 987.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 989.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 990.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 991.0,0,0,0,0,1,0.12
President and Vice President,Howie Hawkins,GRE,PRECINCT 991.1,0,0,0,0,1,0.15
President and Vice President,Howie Hawkins,GRE,PRECINCT 992.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 993.0,0,0,0,0,1,0.51
President and Vice President,Howie Hawkins,GRE,PRECINCT 994.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 995.0,0,0,0,0,1,0.03
President and Vice President,Howie Hawkins,GRE,PRECINCT 996.0,0,0,0,0,2,0.08
President and Vice President,Howie Hawkins,GRE,PRECINCT 997.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 999.0,0,0,0,0,1,0.31
President and Vice President,Don Blankenship,CPF,PRECINCT 001.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 002.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 003.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 004.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 005.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 006.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 007.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 008.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 009.0,0,0,0,0,3,0.10
President and Vice President,Don Blankenship,CPF,PRECINCT 010.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 011.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 013.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 014.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 015.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 016.0,0,0,0,0,1,0.07
President and Vice President,Don Blankenship,CPF,PRECINCT 017.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 018.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 019.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 020.0,0,0,0,0,1,0.06
President and Vice President,Don Blankenship,CPF,PRECINCT 023.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 024.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 025.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 028.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 029.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 030.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 031.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 032.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 033.0,0,0,0,0,1,0.07
President and Vice President,Don Blankenship,CPF,PRECINCT 036.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 037.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 038.0,0,0,0,0,2,0.53
President and Vice President,Don Blankenship,CPF,PRECINCT 040.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 041.0,0,0,0,0,1,0.04
President and Vice President,Don Blankenship,CPF,PRECINCT 042.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 043.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 047.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 048.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 051.0,0,0,0,0,2,0.03
President and Vice President,Don Blankenship,CPF,PRECINCT 052.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 059.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 062.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 067.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 068.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 069.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 099.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 100.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 100.1,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 100.2,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 100.3,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 100.4,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 100.5,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 100.6,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 101.0,0,0,0,0,3,0.14
President and Vice President,Don Blankenship,CPF,PRECINCT 102.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 103.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 104.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 105.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 106.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 107.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 107.1,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 108.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 109.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 110.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 110.1,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 111.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 112.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 113.0,0,0,0,0,2,0.20
President and Vice President,Don Blankenship,CPF,PRECINCT 114.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 115.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 116.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 117.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 118.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 119.0,0,0,0,0,1,0.06
President and Vice President,Don Blankenship,CPF,PRECINCT 120.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 121.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 122.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 123.0,0,0,0,0,2,0.07
President and Vice President,Don Blankenship,CPF,PRECINCT 123.1,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 124.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 125.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 126.0,0,0,0,0,2,0.14
President and Vice President,Don Blankenship,CPF,PRECINCT 127.0,0,0,0,0,2,0.08
President and Vice President,Don Blankenship,CPF,PRECINCT 128.0,0,0,0,0,1,0.06
President and Vice President,Don Blankenship,CPF,PRECINCT 129.0,0,0,0,0,1,0.05
President and Vice President,Don Blankenship,CPF,PRECINCT 130.0,0,0,0,0,1,0.04
President and Vice President,Don Blankenship,CPF,PRECINCT 131.0,0,0,0,0,1,0.05
President and Vice President,Don Blankenship,CPF,PRECINCT 133.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 134.0,0,0,0,0,1,0.06
President and Vice President,Don Blankenship,CPF,PRECINCT 135.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 136.0,0,0,0,0,2,0.09
President and Vice President,Don Blankenship,CPF,PRECINCT 137.0,0,0,0,0,1,0.33
President and Vice President,Don Blankenship,CPF,PRECINCT 138.0,0,0,0,0,1,0.07
President and Vice President,Don Blankenship,CPF,PRECINCT 138.1,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 139.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 140.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 141.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 142.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 143.0,0,0,0,0,1,0.04
President and Vice President,Don Blankenship,CPF,PRECINCT 144.0,0,0,0,0,1,0.49
President and Vice President,Don Blankenship,CPF,PRECINCT 145.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 146.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 148.0,0,0,0,0,2,0.09
President and Vice President,Don Blankenship,CPF,PRECINCT 149.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 150.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 151.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 152.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 153.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 154.0,0,0,0,0,1,0.08
President and Vice President,Don Blankenship,CPF,PRECINCT 155.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 156.0,0,0,0,0,1,0.07
President and Vice President,Don Blankenship,CPF,PRECINCT 157.0,0,0,0,0,1,0.08
President and Vice President,Don Blankenship,CPF,PRECINCT 158.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 159.0,0,0,0,0,1,0.08
President and Vice President,Don Blankenship,CPF,PRECINCT 160.0,0,0,0,0,1,0.12
President and Vice President,Don Blankenship,CPF,PRECINCT 161.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 161.1,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 162.0,0,0,0,0,2,0.19
President and Vice President,Don Blankenship,CPF,PRECINCT 163.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 164.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 165.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 166.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 167.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 168.0,0,0,0,0,1,0.04
President and Vice President,Don Blankenship,CPF,PRECINCT 169.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 170.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 171.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 172.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 172.1,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 173.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 174.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 175.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 176.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 177.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 178.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 179.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 181.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 182.0,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,PRECINCT 182.1,0,0,0,0,0,0.00
